species,breed,origin,age_months,gender,health_status,vaccination_status,size,energy_level,exercise_needs,training_needs,trained_level,child_friendly_score,pet_friendly_score,stranger_friendly_score,needs_yard,can_live_in_apartment,grooming_needs,estimated_monthly_cost,noise_level,can_be_left_alone,max_hours_alone,requires_experienced_owner,temperament_tags,description,adoption_success
Cat,Siamese,International,7,female,minor_condition,partial,medium,4,moderate,moderate,intermediate,7,7,5,False,True,low,3300.0,vocal,True,9,False,"vocal,social,intelligent,demanding,affectionate",Very chatty and social. Demands attention. Dislikes being alone long. Bonds deeply with one person.,True
Cat,Indian Domestic Short Hair,Indian,45,male,minor_condition,up_to_date,medium,4,moderate,low,basic,7,5,6,False,True,low,1300.0,moderate,True,11,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",True
Dog,Himalayan Sheepdog,Indian,8,male,healthy,up_to_date,large,4,moderate,high,basic,7,4,1,True,False,high,3200.0,moderate,True,5,True,"protective,loyal,mountain,sturdy,guardian",North Indian mountain guardian. Dense thick coat. Needs cooler climate or air-conditioned space in summer.,True
Dog,Indian Pariah Dog,Indian,35,male,healthy,partial,medium,4,high,moderate,basic,7,6,5,False,True,low,1300.0,moderate,True,7,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",True
Cat,Siamese,International,56,male,healthy,up_to_date,medium,4,moderate,moderate,intermediate,7,5,5,False,True,low,3500.0,vocal,True,8,False,"vocal,social,intelligent,demanding,affectionate",Very chatty and social. Demands attention. Dislikes being alone long. Bonds deeply with one person.,True
Dog,Himalayan Sheepdog,Indian,70,female,healthy,not_vaccinated,large,3,moderate,high,basic,8,6,3,True,False,high,2400.0,moderate,True,5,True,"protective,loyal,mountain,sturdy,guardian",North Indian mountain guardian. Dense thick coat. Needs cooler climate or air-conditioned space in summer.,True
Dog,Rottweiler,International,13,male,healthy,not_vaccinated,large,2,moderate,high,intermediate,6,3,2,True,False,low,5100.0,moderate,True,5,True,"loyal,confident,protective,powerful,calm",Powerful guardian. Needs early socialization and firm training. Devoted to family. Not for first-time owners.,True
Cat,Persian,International,30,female,healthy,partial,medium,1,minimal,low,basic,6,7,6,False,True,high,4300.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Requires daily grooming and AC in Indian summers.,False
Dog,Indie (Rescued),Indian,54,female,healthy,up_to_date,medium,3,moderate,moderate,untrained,7,7,2,False,True,low,1500.0,moderate,True,5,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",True
Dog,Pug,International,1,male,minor_condition,up_to_date,small,3,minimal,moderate,basic,10,6,9,False,True,low,3500.0,moderate,True,7,False,"charming,mischievous,loving,calm,social",Made famous by Indian TV ads. Great apartment dog. Brachycephalic — avoid exercise in peak summer heat.,True
Dog,Labrador Retriever,International,3,female,healthy,up_to_date,large,5,high,moderate,intermediate,9,10,9,True,False,moderate,3700.0,moderate,True,5,False,"friendly,outgoing,gentle,trainable,family-dog",Most popular family dog in India. Excellent with children. Needs daily exercise and mental stimulation.,True
Dog,Chippiparai,Indian,28,female,healthy,up_to_date,medium,5,very_high,high,basic,4,4,2,True,False,low,1800.0,quiet,True,5,True,"fast,agile,elegant,reserved,hunter","Madurai sighthound, bred for hunting. Very fast. Better with experienced owners who can provide structured exercise.",True
Dog,Combai,Indian,37,female,healthy,not_vaccinated,medium,4,high,high,basic,4,3,2,True,False,low,1600.0,moderate,True,5,True,"brave,aggressive,protective,powerful,loyal","Bear-hunting dog from Tamil Nadu. Powerful guardian. Requires firm training, socialization, and an experienced handler.",True
Cat,Persian Cats,International,72,male,healthy,not_vaccinated,medium,2,minimal,low,basic,6,6,3,False,True,high,4400.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Daily grooming and AC required in Indian summers.,False
Dog,Beagle,International,34,female,minor_condition,up_to_date,medium,4,high,high,basic,10,8,8,True,False,low,3700.0,vocal,False,4,False,"curious,merry,friendly,vocal,scent-driven","Popular family dog. Follows nose everywhere — needs secure yard. Vocal breed, can disturb neighbors.",False
Cat,Indian Street Cat (Rescued),Indian,42,female,minor_condition,up_to_date,medium,3,minimal,low,basic,7,4,4,False,True,low,1100.0,quiet,True,9,False,"independent,cautious,adaptable,resilient,gentle",Rescued street cat. Takes time to adjust indoors. Very hardy. Lowest cost cat to maintain in India.,True
Dog,Cocker Spaniel,International,10,female,healthy,not_vaccinated,medium,4,moderate,moderate,intermediate,10,7,8,False,True,high,3900.0,moderate,True,5,False,"gentle,happy,adaptable,playful,affectionate",Cheerful family dog. Adapts well to apartment life. Requires regular professional grooming and vet ear checkups.,True
Cat,Indian Domestic Short Hair,Indian,4,female,healthy,partial,medium,4,moderate,low,basic,8,5,5,False,True,low,1200.0,moderate,True,11,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",False
Dog,Indian Pariah Dog,Indian,9,male,healthy,up_to_date,medium,4,high,moderate,basic,8,6,4,False,True,low,1500.0,moderate,True,8,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",True
Dog,Bakharwal Dog,Indian,68,female,healthy,partial,large,3,moderate,high,basic,7,4,2,True,False,high,3000.0,vocal,True,5,True,"protective,brave,independent,sturdy,herding","Ancient Himalayan livestock guardian. Thick double coat. Protective of family. Thrives in cold climates, needs experienced owner.",False
Dog,Mudhol Hound,Indian,72,female,healthy,not_vaccinated,large,4,very_high,high,intermediate,4,4,3,True,False,low,2200.0,quiet,True,5,True,"agile,fast,independent,reserved,athletic",Karnataka sighthound used by Indian Army. Needs vast space and daily running. Not suited for apartment or first-time owners.,True
Dog,Pomeranian,International,38,male,healthy,not_vaccinated,small,3,moderate,moderate,intermediate,6,6,6,False,True,high,3100.0,vocal,True,7,False,"alert,bold,fluffy,vocal,attention-seeking",Popular apartment dog. Fluffy and bold. Not ideal with very young children. Vocal watchdog.,True
Dog,Indie (Rescued),Indian,37,male,healthy,partial,medium,3,moderate,moderate,untrained,6,7,4,False,True,low,1500.0,moderate,True,6,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",True
Cat,Persian,International,90,female,healthy,up_to_date,medium,1,minimal,low,basic,6,7,4,False,True,high,3600.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Requires daily grooming and AC in Indian summers.,False
Dog,Chippiparai,Indian,7,female,healthy,up_to_date,medium,5,very_high,high,basic,4,5,3,True,False,low,2000.0,quiet,True,5,True,"fast,agile,elegant,reserved,hunter","Madurai sighthound, bred for hunting. Very fast. Better with experienced owners who can provide structured exercise.",True
Dog,Pomeranian,International,9,male,healthy,up_to_date,small,2,moderate,moderate,intermediate,5,6,5,False,True,high,3200.0,vocal,True,7,False,"alert,bold,fluffy,vocal,attention-seeking",Popular apartment dog. Fluffy and bold. Not ideal with very young children. Vocal watchdog.,True
Dog,Golden Retriever,International,5,male,healthy,partial,large,5,high,moderate,intermediate,10,9,9,True,False,high,5400.0,moderate,True,6,False,"gentle,friendly,patient,trainable,playful",Outstanding family companion. Excellent with children and other pets. Heavy shedder — needs regular grooming.,True
Cat,Indian Domestic Short Hair,Indian,17,male,healthy,partial,medium,3,moderate,low,basic,7,7,3,False,True,low,1300.0,moderate,True,10,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",False
Cat,Persian,International,131,male,healthy,up_to_date,medium,1,minimal,low,basic,8,6,4,False,True,high,3500.0,quiet,True,11,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Requires daily grooming and AC in Indian summers.,False
Dog,Boxer,International,124,male,healthy,not_vaccinated,large,3,high,moderate,intermediate,9,7,6,True,False,low,4900.0,moderate,False,4,False,"playful,loyal,energetic,funny,protective",Playful family dog. Excellent with children. Brachycephalic — needs shade in Indian summers. Very energetic.,False
Dog,Doberman Pinscher,International,13,male,healthy,up_to_date,large,4,high,high,intermediate,5,6,4,True,False,low,4500.0,moderate,True,5,True,"intelligent,alert,protective,energetic,loyal",Popular guard dog in India. Highly intelligent and trainable. Needs extensive exercise and mental stimulation.,False
Cat,Indian Street Cat (Rescued),Indian,10,male,healthy,up_to_date,medium,3,minimal,low,basic,6,5,4,False,True,low,900.0,quiet,True,11,False,"independent,cautious,adaptable,resilient,gentle",Rescued street cat. Takes time to adjust indoors. Very hardy. Lowest cost cat to maintain in India.,True
Cat,Siamese,International,69,female,healthy,up_to_date,medium,4,moderate,moderate,intermediate,5,5,5,False,True,low,3400.0,vocal,True,8,False,"vocal,social,intelligent,demanding,affectionate",Very chatty and social. Demands attention. Dislikes being alone long. Bonds deeply with one person.,True
Cat,Indian Domestic Short Hair,Indian,17,male,minor_condition,up_to_date,medium,3,moderate,low,basic,7,7,5,False,True,low,1100.0,moderate,True,10,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",True
Dog,German Shepherd,International,91,female,healthy,not_vaccinated,large,3,high,moderate,intermediate,8,4,4,True,False,moderate,5600.0,moderate,True,5,False,"loyal,protective,intelligent,versatile,brave",Highly intelligent working dog. Loyal protector. Needs consistent training and daily exercise.,False
Cat,Indian Domestic Short Hair,Indian,68,female,healthy,partial,medium,3,moderate,low,basic,7,5,6,False,True,low,1100.0,moderate,True,10,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",False
Dog,Pug,International,83,male,healthy,up_to_date,small,2,minimal,moderate,basic,10,7,10,False,True,low,3500.0,moderate,True,6,False,"charming,mischievous,loving,calm,social",Made famous by Indian TV ads. Great apartment dog. Brachycephalic — avoid exercise in peak summer heat.,True
Dog,Shih Tzu,International,63,female,healthy,up_to_date,small,3,minimal,moderate,basic,9,6,8,False,True,high,3300.0,quiet,True,8,False,"affectionate,calm,adaptable,gentle,lap-dog",Excellent apartment dog. Loves attention. Needs extensive daily grooming. Good with children.,True
Dog,Dachshund,International,6,male,minor_condition,not_vaccinated,small,3,moderate,moderate,basic,6,5,5,False,True,low,2700.0,vocal,True,7,False,"curious,lively,stubborn,playful,vocal",Compact apartment dog. Stubborn but charming. Avoid stairs climbing — prone to spinal issues.,False
Dog,Indian Pariah Dog,Indian,7,male,healthy,up_to_date,medium,3,high,moderate,basic,6,6,5,False,True,low,1700.0,moderate,True,6,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",True
Dog,Doberman Pinscher,International,36,male,healthy,up_to_date,large,4,high,high,intermediate,6,5,3,True,False,low,4500.0,moderate,True,5,True,"intelligent,alert,protective,energetic,loyal",Popular guard dog in India. Highly intelligent and trainable. Needs extensive exercise and mental stimulation.,True
Dog,Mixed Breed (Indian Street),Indian,118,male,minor_condition,partial,medium,1,moderate,moderate,basic,8,7,6,False,True,low,1600.0,moderate,True,7,False,"resilient,adaptable,loyal,intelligent,low-maintenance",Rescued street dog. Extremely resilient and healthy. Deeply loyal once they trust you. Most affordable to maintain.,False
Cat,Indian Domestic Short Hair,Indian,137,female,healthy,partial,medium,2,moderate,low,basic,7,6,5,False,True,low,1000.0,moderate,True,10,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",False
Dog,Indie (Rescued),Indian,8,male,healthy,partial,medium,3,moderate,moderate,untrained,6,6,3,False,True,low,1300.0,moderate,True,7,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",False
Dog,Golden Retriever,International,48,male,healthy,up_to_date,large,4,high,moderate,intermediate,10,9,10,True,False,high,5500.0,moderate,True,5,False,"gentle,friendly,patient,trainable,playful",Outstanding family companion. Excellent with children and other pets. Heavy shedder — needs regular grooming.,False
Dog,Gaddi Kutta,Indian,10,female,healthy,partial,large,2,moderate,high,intermediate,7,4,3,True,False,high,3400.0,moderate,True,4,True,"protective,gentle-with-family,brave,mountain-dog",Himalayan sheepdog. Excellent family protector. Good with children in family but suspicious of strangers.,True
Dog,Indian Pariah Dog,Indian,64,female,healthy,partial,medium,4,high,moderate,basic,6,6,4,False,True,low,1400.0,moderate,True,7,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",True
Dog,Shih Tzu,International,69,female,healthy,up_to_date,small,1,minimal,moderate,basic,10,7,7,False,True,high,3600.0,quiet,True,7,False,"affectionate,calm,adaptable,gentle,lap-dog",Excellent apartment dog. Loves attention. Needs extensive daily grooming. Good with children.,False
Dog,Chippiparai,Indian,39,female,healthy,not_vaccinated,medium,5,very_high,high,basic,4,5,4,True,False,low,1800.0,quiet,True,6,True,"fast,agile,elegant,reserved,hunter","Madurai sighthound, bred for hunting. Very fast. Better with experienced owners who can provide structured exercise.",True
